PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,BP
-0.15,None,None,None,,,,,,,,,,,,,,
-0.15,None,None,None,,,,,,,,,,,,,,
-0.16,None,None,None,,,,,,,,,,,,,,
-0.15,None,None,None,,,,,,,,,,,,,,
-0.15,None,None,None,,,,,,,,,,,,,,
-0.15,None,None,None,,,,,,,,,,,,,,
-0.16,None,None,None,,,,,,,,,,,,,,
-0.19,None,None,None,,,,,,,,,,,,,,
-0.2,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.2,None,None,None,,,,,,,,,,,,,,
-0.19,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.04,None,None,None,,,,,,,,,,,,,,
-0.01,None,None,None,,,,,,,,,,,,,,
0.02,None,None,None,,,,,,,,,,,,,,
0.09,None,None,None,,,,,,,,,,,,,,
None,None,None,None,,,,,,,,,,,,,,
0.07,None,None,None,,,,,,,,,,,,,,
0.1,None,None,None,,,,,,,,,,,,,,
0.1,None,None,None,,,,,,,,,,,,,,
0.1,None,None,None,,,,,,,,,,,,,,
0.09,None,None,None,,,,,,,,,,,,,,
0.09,None,None,None,,,,,,,,,,,,,,
0.08,None,None,None,,,,,,,,,,,,,,
0.08,None,None,None,,,,,,,,,,,,,,
0.09,None,None,None,,,,,,,,,,,,,,
0.07,None,None,None,,,,,,,,,,,,,,
0.06,None,None,None,,,,,,,,,,,,,,
0.03,None,None,None,,,,,,,,,,,,,,
-0.04,None,None,None,,,,,,,,,,,,,,
0.01,None,None,None,,,,,,,,,,,,,,
-0.01,None,None,None,,,,,,,,,,,,,,
0.01,None,None,None,,,,,,,,,,,,,,
0.01,None,None,None,,,,,,,,,,,,,,
0.02,None,None,None,,,,,,,,,,,,,,
0.01,None,None,None,,,,,,,,,,,,,,
-0.01,None,None,None,,,,,,,,,,,,,,
-0.03,None,None,None,,,,,,,,,,,,,,
-0.03,None,None,None,,,,,,,,,,,,,,
-0.04,None,None,None,,,,,,,,,,,,,,
-0.04,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
0,None,None,None,,,,,,,,,,,,,,
0.05,None,None,None,,,,,,,,,,,,,,
0.01,None,None,None,,,,,,,,,,,,,,
-0.03,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.04,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.04,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.04,None,None,None,,,,,,,,,,,,,,
-0.03,None,None,None,,,,,,,,,,,,,,
-0.04,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
None,None,None,None,,,,,,,,,,,,,,
None,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.03,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.04,None,None,None,,,,,,,,,,,,,,
-0.03,None,None,None,,,,,,,,,,,,,,
-0.03,None,None,None,,,,,,,,,,,,,,
-0.04,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.18,None,None,None,,,,,,,,,,,,,,
-0.18,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.17,None,None,None,,,,,,,,,,,,,,
-0.18,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.19,None,None,None,,,,,,,,,,,,,,
-0.18,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.16,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
None,None,None,None,,,,,,,,,,,,,,
None,None,None,None,,,,,,,,,,,,,,
None,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.15,None,None,None,,,,,,,,,,,,,,
-0.15,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.17,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.16,None,None,None,,,,,,,,,,,,,,
-0.17,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.16,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.15,None,None,None,,,,,,,,,,,,,,
-0.14,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
None,None,None,None,,,,,,,,,,,,,,
-0.13,None,None,None,,,,,,,,,,,,,,
-0.11,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.06,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.03,None,None,None,,,,,,,,,,,,,,
-0.03,None,None,None,,,,,,,,,,,,,,
-0.04,None,None,None,,,,,,,,,,,,,,
-0.03,None,None,None,,,,,,,,,,,,,,
-0.04,None,None,None,,,,,,,,,,,,,,
-0.03,None,None,None,,,,,,,,,,,,,,
-0.04,None,None,None,,,,,,,,,,,,,,
-0.04,None,None,None,,,,,,,,,,,,,,
-0.05,None,None,None,,,,,,,,,,,,,,
-0.01,None,None,None,,,,,,,,,,,,,,
0.04,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.12,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.07,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.08,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.09,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
-0.1,None,None,None,,,,,,,,,,,,,,
